         1,         0, 17352, 12793, 19953, 15392, 19519, 13341
         2,       250, 21594,  1812, 27435, 15392, 19519, 13341
         3,       500, 23152,   186, 27767, 11059, 26092, 10477
         4,       750, 24423,  8982, 17885,  9536, 28224,  9651
         5,      1000, 26521,  6634, 18492, 10044, 22663, 14819
         6,      1250, 25149, 12951, 13298,  9447, 19277, 18755
         7,      1500, 24581, 17342,  9367,  8128, 21127, 18035
         8,      1750, 25504, 14725, 11222,  8889, 13946, 24620
         9,      2000, 24480, 23305,  3469,  8028, 18285, 20991
        10,      2250, 24607, 21432,  5242,  6416, 21062, 19591
        11,      2500, 26995, 11382, 13333,  6429, 17700, 22972
        12,      2750, 28691,  7743, 15570,  5217, 20667, 21033
        13,      3000, 29589,  7203, 15364,  4041, 21212, 21505
        14,      3250, 30412, 10707, 11163,  4159, 19332, 23299
        15,      3500, 29717, 15806,  6627,  3843, 18402, 24513
        16,      3750, 28771, 18442,  4771,  3885, 16077, 26822
        17,      4000, 28310, 19027,  4569,  4565, 13049, 29285
        18,      4250, 27496, 22141,  2124,  4819, 12410, 29710
        19,      4500, 26495, 25089,     0,  4680, 13543, 28687
        20,      4750, 26544, 22898,  2158,  4974, 12911, 29068
        21,      5000, 26873, 19101,  5692,  5081, 12817, 29071
        22,      5250, 27061, 17358,  7284,  5046, 13168, 28747
        23,      5500, 27145, 17399,  7173,  5645, 11505, 29903
        24,      5750, 26225, 21762,  3563,  6189, 11053, 29886
        25,      6000, 24849, 24958,  1503,  6830,  9567, 30828
        26,      6250, 23709, 25982,  1426,  8005,  6879, 32518
        27,      6500, 22346, 27500,  1039,  9011,  5766, 32767
        28,      6750, 21017, 29233,   408,  9911,  5251, 32504
        29,      7000, 19979, 29995,   509, 10866,  4978, 31949
        30,      7250, 19091, 29199,  2046, 11664,  5097, 31134
        31,      7500, 18531, 26911,  4809, 12523,  4734, 30753
        32,      7750, 17995, 25792,  6378, 13508,  4146, 30489
        33,      8000, 17044, 27075,  5884, 14545,  3571, 30167
        34,      8250, 15669, 29589,  4507, 15669,  2925, 29842
        35,      8500, 14206, 31169,  4142, 16940,  1745, 29928
        36,      8750, 12772, 31789,  4715, 18246,   627, 29919
        37,      9000, 11402, 32278,  5366, 19498,   107, 29355
        38,      9250, 10162, 32708,  5968, 20691,     0, 28425
        39,      9500,  9060, 32767,  6826, 21750,   359, 27141
        40,      9750,  8169, 31625,  8715, 22732,   653, 25991
        41,     10000,  7504, 29861, 11038, 23750,   656, 25102
        42,     10250,  6794, 29109, 12384, 24739,   750, 24147
        43,     10500,  5895, 29701, 12540, 25716,   818, 23229
        44,     10750,  4854, 30661, 12444, 26722,   754, 22419
