         1,         0, 17351, 14902, 17889, 15392, 14824, 17588
         2,       250, 21592, 14682, 18041, 15392, 14824, 17588
         3,       500, 23151, 14649, 18048, 11060, 17188, 16795
         4,       750, 24421, 14825, 17847,  9537, 17955, 16566
         5,      1000, 26518, 14778, 17860, 10044, 15955, 17998
         6,      1250, 25152, 14904, 17754,  9447, 14737, 19088
         7,      1500, 24587, 14992, 17675,  8129, 15402, 18889
         8,      1750, 25509, 14940, 17712,  8889, 12818, 20713
         9,      2000, 24489, 15112, 17555,  8028, 14379, 19707
        10,      2250, 24616, 15074, 17591,  6417, 15378, 19320
        11,      2500, 27000, 14873, 17755,  6429, 14169, 20256
        12,      2750, 28694, 14801, 17800,  5217, 15237, 19719
        13,      3000, 29592, 14790, 17796,  4042, 15432, 19850
        14,      3250, 30414, 14860, 17711,  4160, 14756, 20347
        15,      3500, 29722, 14962, 17619,  3843, 14421, 20683
        16,      3750, 28779, 15015, 17581,  3885, 13585, 21323
        17,      4000, 28319, 15026, 17577,  4566, 12495, 22005
        18,      4250, 27506, 15089, 17528,  4819, 12266, 22122
        19,      4500, 26507, 15148, 17484,  4680, 12673, 21839
        20,      4750, 26554, 15104, 17528,  4975, 12446, 21945
        21,      5000, 26882, 15028, 17600,  5081, 12412, 21945
        22,      5250, 27069, 14993, 17632,  5046, 12538, 21856
        23,      5500, 27152, 14994, 17630,  5646, 11940, 22176
        24,      5750, 26233, 15081, 17557,  6190, 11777, 22171
        25,      6000, 24859, 15145, 17515,  6830, 11243, 22432
        26,      6250, 23719, 15166, 17513,  8006, 10276, 22900
        27,      6500, 22358, 15196, 17505,  9011,  9875, 22969
        28,      6750, 21030, 15231, 17493,  9911,  9690, 22896
        29,      7000, 19991, 15246, 17495, 10866,  9592, 22742
        30,      7250, 19103, 15230, 17526, 11664,  9635, 22517
        31,      7500, 18541, 15185, 17582, 12523,  9504, 22411
        32,      7750, 18005, 15162, 17613, 13509,  9292, 22338
        33,      8000, 17053, 15188, 17603, 14545,  9086, 22249
        34,      8250, 15679, 15238, 17576, 15670,  8853, 22159
        35,      8500, 14216, 15270, 17568, 16940,  8428, 22183
        36,      8750, 12783, 15282, 17580, 18247,  8026, 22180
        37,      9000, 11413, 15292, 17593, 19498,  7839, 22024
        38,      9250, 10173, 15301, 17605, 20691,  7801, 21766
        39,      9500,  9070, 15302, 17623, 21750,  7930, 21411
        40,      9750,  8178, 15279, 17661, 22732,  8036, 21092
        41,     10000,  7511, 15244, 17708, 23751,  8037, 20846
        42,     10250,  6801, 15229, 17735, 24739,  8071, 20582
        43,     10500,  5902, 15241, 17738, 25716,  8095, 20327
        44,     10750,  4861, 15260, 17737, 26722,  8072, 20103
        45,     11000,  3811, 15267, 17747, 27703,  8040, 19892
        46,     11250,  2898, 15260, 17770, 28632,  8032, 19674
        47,     11500,  2137, 15250, 17793, 29473,  8149, 19380
        48,     11750,  1493, 15241, 17813, 30176,  8415, 19004
        49,     12000,  1015, 15224, 17838, 30746,  8746, 18610
        50,     12250,   743, 15194, 17874, 31230,  9040, 18265
        51,     12500,   610, 15161, 17909, 31651,  9304, 17958
        52,     12750,   490, 15141, 17931, 32009,  9574, 17662
        53,     13000,   317, 15136, 17939, 32306,  9842, 17383
        54,     13250,   119, 15134, 17945, 32538, 10101, 17126
