         1,         0, 19672, 12998, 18705, 13058, 19301, 14788
         2,       250, 20673,  2130, 25717, 13058, 19301, 14788
         3,       500, 21042,   520, 26029, 12056, 25799, 12139
         4,       750, 21342,  9226, 16765, 11703, 27908, 11374
         5,      1000, 21837,  6902, 17334, 11821, 22410, 16157
         6,      1250, 21513, 13155, 12465, 11683, 19061, 19799
         7,      1500, 21379, 17500,  8780, 11378, 20889, 19134
         8,      1750, 21597, 14911, 10519, 11553, 13789, 25228
         9,      2000, 21355, 23404,  3250, 11354, 18080, 21869
        10,      2250, 21385, 21549,  4913, 10981, 20825, 20573
        11,      2500, 21949, 11602, 12498, 10984, 17502, 23702
        12,      2750, 22349,  8002, 14595, 10704, 20436, 21907
        13,      3000, 22561,  7466, 14402, 10432, 20974, 22345
        14,      3250, 22755, 10935, 10464, 10459, 19115, 24005
        15,      3500, 22591, 15982,  6211, 10386, 18195, 25129
        16,      3750, 22368, 18590,  4472, 10396, 15896, 27266
        17,      4000, 22259, 19168,  4283, 10553, 12902, 29545
        18,      4250, 22067, 22251,  1991, 10612, 12271, 29938
        19,      4500, 21831, 25168,     0, 10580, 13391, 28991
        20,      4750, 21842, 22999,  2023, 10648, 12766, 29344
        21,      5000, 21920, 19242,  5335, 10672, 12674, 29346
        22,      5250, 21964, 17517,  6827, 10664, 13020, 29047
        23,      5500, 21984, 17558,  6724, 10803, 11376, 30117
        24,      5750, 21767, 21876,  3339, 10929, 10929, 30101
        25,      6000, 21442, 25039,  1409, 11077,  9460, 30973
        26,      6250, 21173, 26052,  1337, 11349,  6801, 32537
        27,      6500, 20851, 27555,   974, 11582,  5701, 32767
        28,      6750, 20537, 29269,   383, 11790,  5192, 32523
        29,      7000, 20292, 30023,   477, 12011,  4922, 32010
        30,      7250, 20083, 29237,  1918, 12196,  5040, 31255
        31,      7500, 19950, 26972,  4507, 12394,  4681, 30904
        32,      7750, 19824, 25864,  5979, 12622,  4099, 30659
        33,      8000, 19599, 27135,  5515, 12862,  3531, 30361
        34,      8250, 19275, 29623,  4225, 13122,  2891, 30060
        35,      8500, 18929, 31187,  3882, 13416,  1725, 30140
        36,      8750, 18591, 31799,  4420, 13718,   620, 30131
        37,      9000, 18267, 32283,  5030, 14008,   106, 29609
        38,      9250, 17974, 32708,  5595, 14284,     0, 28748
        39,      9500, 17714, 32767,  6400, 14529,   355, 27560
        40,      9750, 17504, 31637,  8169, 14756,   646, 26496
        41,     10000, 17347, 29892, 10347, 14992,   648, 25673
        42,     10250, 17179, 29148, 11609, 15220,   742, 24790
        43,     10500, 16967, 29733, 11754, 15447,   808, 23940
        44,     10750, 16721, 30683, 11665, 15679,   745, 23190
        45,     11000, 16473, 31061, 12125, 15906,   657, 22484
        46,     11250, 16258, 30688, 13192, 16121,   635, 21757
        47,     11500, 16078, 30191, 14259, 16316,   957, 20775
        48,     11750, 15927, 29738, 15192, 16478,  1687, 19520
        49,     12000, 15814, 28913, 16349, 16610,  2597, 18202
        50,     12250, 15750, 27407, 17991, 16722,  3405, 17050
        51,     12500, 15719, 25784, 19636, 16820,  4131, 16025
        52,     12750, 15691, 24805, 20659, 16902,  4874, 15035
        53,     13000, 15650, 24566, 21022, 16971,  5609, 14102
        54,     13250, 15603, 24458, 21278, 17025,  6321, 13243
        55,     13500, 15575, 23876, 21924, 17062,  7018, 12456
        56,     13750, 15585, 22840, 22877, 17078,  7793, 11668
        57,     14000, 15627, 21785, 23738, 17065,  8808, 10756
        58,     14250, 15700, 20762, 24471, 17021, 10024,  9760
        59,     14500, 15805, 19504, 25316, 16950, 11283,  8817
        60,     14750, 15946, 17945, 26332, 16858, 12463,  8025
        61,     15000, 16110, 16434, 27225, 16748, 13550,  7378
        62,     15250, 16279, 15389, 27660, 16624, 14612,  6808
        63,     15500, 16443, 14788, 27686, 16483, 15663,  6305
        64,     15750, 16612, 14209, 27677, 16327, 16665,  5903
        65,     16000, 16800, 13329, 27892, 16155, 17627,  5591
        66,     16250, 17013, 12242, 28220, 15966, 18631,  5302
        67,     16500, 17248, 11196, 28436, 15756, 19732,  4992
        68,     16750, 17500, 10221, 28527, 15527, 20887,  4699
        69,     17000, 17770,  9164, 28640, 15283, 21998,  4500
        70,     17250, 18055,  8012, 28790, 15027, 22996,  4446
        71,     17500, 18348,  6999, 28785, 14765, 23881,  4521
        72,     17750, 18636,  6344, 28455, 14498, 24702,  4677
        73,     18000, 18914,  5969, 27890, 14226, 25464,  4905
        74,     18250, 19190,  5604, 27325, 13950, 26144,  5222
        75,     18500, 19470,  5094, 26882, 13671, 26756,  5615
        76,     18750, 19757,  4524, 26475, 13389, 27343,  6040
        77,     19000, 20046,  4045, 25975, 13104, 27932,  6475
        78,     19250, 20333,  3665, 25385, 12818, 28485,  6949
        79,     19500, 20618,  3293, 24797, 12534, 28940,  7507
        80,     19750, 20897,  2939, 24210, 12257, 29265,  8164
        81,     20000, 21165,  2745, 23507, 11989, 29475,  8900
        82,     20250, 21414,  2816, 22614, 11730, 29598,  9684
        83,     20500, 21644,  3068, 21615, 11483, 29639, 10506
        84,     20750, 21858,  3332, 20656, 11247, 29592, 11370
        85,     21000, 22060,  3536, 19793, 11025, 29466, 12264
        86,     21250, 22251,  3749, 18960, 10815, 29289, 13159
        87,     21500, 22427,  4056, 18087, 10619, 29076, 14043
        88,     21750, 22585,  4449, 17189, 10438, 28800, 14932
